lp_id,lp_name,cmmt_in_vc_funds,total_cmmt_in_vc_funds,limited_partner_type,AUM,affliated_funds_num,affliated_investors_num,commitments,total_cmmt,hq_location,hq_region
631,Sentry Insurance,2.0,44.0,Insurance Company,10068.72,2.0,1.0,2.0,150,"Stevens Point, WI",Wisconsin
632,Shamrock Foods Company Retirement Plan,,,Corporate Pension,123.12,2.0,2.0,2.0,7,"Phoenix,AZ",Arizona
633,Showa Denko (TKS: 4004),2.0,2.0,Corporation,17961.65,2.0,1.0,2.0,2,"Tokyo, Japan",Japan
634,Silicon Valley Community Foundation Long4Term,2.0,15.0,Foundation,452.5,2.0,2.0,2.0,28,"Mountain View, CA",California
635,Silicon Valley Community Foundation Social lmpact Pool,,1.0,Foundation,68.7,2.0,1.0,2.0,5,"Mountain View, CA",California
636,Small Business Investment,2.0,2.0,Other Limited Partner,,2.0,2.0,2.0,3,nan,
637,Small Industries Development Bank of India,2.0,42.0,Banking Institution,2309.07,2.0,2.0,2.0,56,"Lucknow, India",India
638,SoftBank Capital,2.0,4.0,Corporation,600,2.0,2.0,2.0,5,"New York, NY",New York
639,SoftBank Group (TKS: 9984),2.0,9.0,Corporation,283000,2.0,2.0,2.0,12,"Tokyo, Japan",Japan
640,Soros Economic Development Fund,,4.0,Economic Development Agency,76.63,2.0,2.0,2.0,12,"New York, NY",New York
641,South Dakota Investment Counetl,,1.0,Government Agency,18451,2.0,1.0,2.0,85,"Sioux Falls, SD",SouthDakota
642,Southern Methodist University Endowment,2.0,5.0,Endowment,2000,2.0,1.0,2.0,21,"Dallas, TX",Texas
643,Southfield Retiree Health Care Benefits Plan and Trust,,,Public Pension Fund,120.72,2.0,1.0,2.0,9,"Southfield, MI",Michigan
644,Space Center Ventures,2.0,2.0,Direct Investment,,2.0,1.0,2.0,2,"Roseville, MN",Minnesota
645,St. Paul Teachers' Retirement Fund Association,2.0,4.0,Public Pension Fund,1073.09,2.0,1.0,2.0,6,"Saint Paul, MN",Minnesota
646,State of Oregon,2.0,2.0,Government Agency,117961,2.0,1.0,2.0,2,"Salem, OR",Oregon
647,State Street Custodial Services(Ireland),,,Corporation,214.27,2.0,1.0,2.0,17,"Dublin, Ireland",Ireland
648,StepStone Group (NAS: STEP),1.0,10.0,Fund of Funds,121000,2.0,2.0,2.0,so,"New York, NY",New York
649,Strathclyde Pension Fund,1.0,20.0,Public Pension Fund,36674.36,2.0,2.0,2.0,160,"Glasgow, United Kingdom",UnitedKingdom
650,Sumitomo Mitsui Banking,2.0,20.0,Banking Institution,981444.63,2.0,2.0,2.0,47,"Tokyo, Japan",Japan
651,Susan M. Gretchko,2.0,2.0,High-net-worth investor,,2.0,1.0,2.0,2,"New York, NY",New York
652,SVB Capital (NAS: SIVB),2.0,7.0,Fund of Funds,7300,2.0,2.0,2.0,8,"Santa Clara, CA",California
653,Taiho Pharmaceutical Company,2.0,2.0,Corporation,3388.71,2.0,1.0,2.0,2,"Tokyo, Japan",Japan
654,TD Bank Group (TSE: TD),1.0,8.0,Banking Institution,704838.1,2.0,2.0,2.0,12,"Toromo, Canada",Canada
655,Teachers Insurance and Annuity Association of America,,53.0,Insurance Company,1300000,2.0,2.0,2.0,411,"New York, NY",New York
656,TELUS Ventures,2.0,3.0,Direct Investment,100,2.0,2.0,2.0,3,"Vancouver, Canada",Canada
657,Temasek Holdings,1.0,40.0,Sovereign Wealth Fund,280446.2,2.0,2.0,2.0,78,"Singapore, Singapore",Singapore
658,Tesi,3.0,62.0,Economic Development Agency,2309.66,2.0,1.0,3.0,119,"Helsinki, Finland",Finland
659,The Andy Warhol Foundation for the Visual Arts,2.0,2.0,Foundation,299.54,2.0,1.0,2.0,7,"New York, NY",New York
660,The Annie E. Casey Foundation,1.0,56.0,Foundation,3543.17,2.0,2.0,2.0,182,"Baltimore, MD",Maryland
661,The Boeing Company Employee Retirement Plans Master Trust,2.0,68.0,Corporate Pension,68283.64,2.0,2.0,2.0,294,"Chicago, IL",?Illinois
662,The Bupa Pension Scheme,,,Corporate Pension,2883.67,2.0,1.0,2.0,2,"London, United Kingdom",UnitedKingdom
663,The Combined Master Retirement Trust,1.0,1.0,Corporate Pension,37.42,2.0,2.0,2.0,6,"Dallas, TX",Texas
664,The Ford Family Foundation,2.0,20.0,Foundation,856.83,2.0,2.0,2.0,120,"Roseburg, OR",Oregon
665,The Grantham Foundation,1.0,10.0,Foundation,548.13,2.0,2.0,2.0,29,"Boston, MA",Massachusetts
666,The Hillman Company,2.0,3.0,Family Office (Single),,2.0,1.0,2.0,5,"Pittsburgh, PA",Pennsylvania
667,The Nixon Charitable Foundation,2.0,2.0,Foundation,3.18,2.0,1.0,2.0,2,"Toronto, Canada",Canada
668,The Priem Family Foundation,2.0,7.0,Foundation,189.12,2.0,1.0,2.0,20,"Burlingame, CA",California
669,The Russell Family Foundation,1.0,3.0,Foundation,149.82,2.0,2.0,2.0,31,"Gig Harbor, WA",Washington
670,The Sherman Fairchild foundation,1.0,113.0,Foundation,829.27,2.0,2.0,2.0,253,"Chevy Chase, MD",Maryland
671,The Standard Fire Insurance Company,1.0,5.0,Insurance Company,3590.98,2.0,2.0,2.0,52,"Hartford, CT",Connecticut
672,The Swartz Foundation Ua 110594,1.0,19.0,Foundation,11.55,2.0,2.0,2.0,25,"Lloyd Harbor, NY",New York
673,Tides Foundation,,,Foundation,1400,2.0,1.0,2.0,3,"San Francisco, CA",California
674,Timothy Draper,2.0,5.0,High-net-worth investor,,2.0,2.0,2.0,5,"San Francisco, CA",California
675,Toyota Tsusho America,2.0,4.0,Corporation,,2.0,1.0,2.0,4,nan,
676,Tredegar Corporation Retirement Income Plan,2.0,7.0,Corporate Pension,224.02,2.0,1.0,2.0,18,"Richmond, VA",Virginia
677,Treehouse Investments,1.0,1.0,Private Investment Fund,,2.0,2.0,2.0,2,"Minneapolis, MN",Minnesota
678,Triad Foundation,2.0,9.0,Foundation,269.31,2.0,2.0,2.0,17,"Ithaca, NY",New York
679,Tsinghua Holdings,2.0,12.0,Corporation,,2.0,1.0,2.0,12,"Beijing, China",China
680,Tufts University Endowment,,1.0,Endowment,2000,2.0,1.0,2.0,4,"Medford, MA",Massachusetts
681,Twitter (NYS: TWTR),2.0,2.0,Corporation,14984.08,2.0,2.0,2.0,2,"San Francisco, CA",California
682,U.A Local 467 Defined Benefit Plan,2.0,15.0,Union Pension Fund,533.99,2.0,1.0,2.0,32,"Sanjose, CA",California
683,U.S. Agency for International Development,1.0,5.0,Government Agency,37071.64,2.0,2.0,2.0,10,"Washington, DC",District of Columbia
684,UBS Group (SWX: UBSG),2.0,21.0,Banking Institution,4600000,2.0,1.0,2.0,117,"Zurich, Switzerland",Switzerland
685,UNC Management Company,1.0,8.0,Money Management Firm,6679,2.0,2.0,2.0,15,"Chapel Hill, NC",NorthCarolina
686,United Association National Pension Fund,,1.0,Union Pension Fund,6060.59,2.0,1.0,2.0,27,"Alexandria, VA",Virginia
687,University of Chicago Endowment,2.0,32.0,Endowment,9484.45,2.0,2.0,2.0,52,"Chicago, IL",?Illinois
688,University of Cincinnati Endowment,2.0,16.0,Endowment,1418.01,2.0,2.0,2.0,67,"Cincinnati, OH",Ohio
689,University of Houston System Endowment,,19.0,Endowment,887.05,2.0,1.0,2.0,80,"Houston, TX",Texas
690,University of Montana Foundation,2.0,2.0,Endowment,216.5,2.0,1.0,2.0,2,"Missoula, MT",Montana
691,University of Pittsburgh Endowment,2.0,66.0,Endowment,4203.47,2.0,2.0,2.0,250,"Pittsburgh, PA",Pennsylvania
692,University of Puerto Rico Retirement System,,,Corporate Pension,1327.77,2.0,1.0,2.0,3,"Sanjuan, PR",PuertoRico
693,UPMC Master Trust,1.0,41.0,Corporate Pension,3226.78,2.0,2.0,2.0,230,"Pittsburgh, PA",Pennsylvania
694,Utah Retirement Systems,1.0,28.0,Public Pension Fund,42241.4,2.0,2.0,2.0,66,"Salt Lake City, UT",Utah
695,V. Kann Rasmussen Foundation,2.0,3.0,Foundation,89.75,2.0,1.0,2.0,13,"New York, NY",New York
696,Valeo (PAR: FR),2.0,7.0,Corporation,3388.61,2.0,1.0,2.0,8,"Paris, France",France
697,Valtion Elakerahasto,,4.0,Public Pension Fund,24928.96,2.0,1.0,2.0,113,"Helsinki, Finland",Finland
698,Vancity Capital,2.0,2.0,Investment Advisor,,2.0,2.0,2.0,3,"Vancouver, Canada",Canada
699,Varma Mutual Pension Insurance Company,,23.0,Insurance Company,64890.52,2.0,2.0,2.0,298,"Helsinki, Finland",Finland
700,VCM Capital Management,2.0,40.0,Fund of Funds,,2.0,2.0,2.0,49,"Munich, Germany",Germany
701,Venture Investment Associates,2.0,5.0,Fund of Funds,949.69,2.0,2.0,2.0,6,"Peapack, NJ",New Jersey
702,Vermont Public Radio,2.0,2.0,Corporation,16.24,2.0,1.0,2.0,2,"Colchester, VT",Vermont
703,Vontobel Holding (SWX: VONN),2.0,13.0,Banking Institution,300000,2.0,2.0,2.0,23,"Zurich, Switzerland",Switzerland
704,"W, L Gore and Associates",2.0,2.0,Corporation,,2.0,1.0,2.0,2,"Newark, DE",Delaware
705,Wallace Foundation,2.0,7.0,Foundation,1806.27,2.0,1.0,2.0,58,"New York, NY",New York
706,WE Family Offices,,,Family Office (Multi),1020.06,2.0,1.0,2.0,2,"Miami, FL",Florida
707,Wellcome Trust,2.0,106.0,Foundation,50201.05,2.0,1.0,2.0,262,"London, United Kingdom",UnitedKingdom
708,Wells Fargo (NYS: WFC),2.0,8.0,Banking Institution,1970000,2.0,2.0,2.0,29,"San Francisco, CA",California
709,Wilson Sonsini Goodrich & Rosati,2.0,3.0,Money Management Firm,,2.0,1.0,2.0,3,"Palo Alto, CA",California
710,Wolverhampton Borough Council,2.0,5.0,Public Pension Fund,,2.0,1.0,2.0,29,nan,
711,Woodford Investment Management,2.0,3.0,Direct Investment,18923.95,2.0,2.0,2.0,3,"Oxford, United Kingdom",UnitedKingdom
712,Z Holdings (TKS: 4689),2.0,3.0,Corporation,6935.17,2.0,2.0,2.0,3,"Tokyo, Japan",Japan
713,11-11 Ventures,1.0,1.0,Direct Investment,,1.0,1.0,1.0,1,"Alpharetta, GA",Georgia
714,14W,1.0,1.0,Corporation,319.1,1.0,2.0,1.0,1,"New York, NY",New York
715,180 Degree Capital (NAS: TURN),1.0,1.0,Direct Investment,112.1,1.0,3.0,1.0,1,"Montclair, NJ",New Jersey
716,3M Retiree Welfare Benefit Plan,1.0,3.0,Corporate Pension,619.33,1.0,4.0,1.0,11,"Saint Paul, MN",Minnesota
717,804 Investors,,,Corporation,,1.0,5.0,1.0,3,"Grand Rapids, Ml",Michigan
718,9th Street Capital,1.0,1.0,Private Investment Fund,,1.0,6.0,1.0,1,"Lakewood, CO",Colorado
719,A. Gary Anderson Family Foundation,1.0,2.0,Foundation,37.09,1.0,7.0,1.0,10,"Irvine, CA",California
720,AA Capital Partners,1.0,5.0,Fund of Funds,,1.0,8.0,1.0,8,"Chicago, IL",?Illinois
721,AAA Club Alliance,1.0,1.0,Corporation,,1.0,9.0,1.0,1,"Wilmington, DE",Delaware
722,Abacus Wealth Partners,1.0,2.0,Wealth Management Firm,4000,1.0,10.0,1.0,2,"Santa Monica, CA",California
723,AbbVie (NYS: ABBV),1.0,1.0,Corporation,10082,1.0,11.0,1.0,1,"North Chicago, IL",Illinois
724,Aberdeen Private Equity Fund,1.0,6.0,Money Management Firm,207.75,1.0,12.0,1.0,39,"Essex, United Kingdom",UnitedKingdom
725,Abhishek Goyal,,1.0,High-net-worth investor,,1.0,13.0,1.0,2,"Bengaluru, India",India
726,Acorn Pacific Ventures,1.0,1.0,Investment Advisor,77.96,1.0,1.0,1.0,1,"Santa Clara, CA",California
727,ACT,1.0,1.0,Foundation,449.46,1.0,1.0,1.0,1,"Iowa City, IA",Iowa
728,Adam D'Angelo,1.0,4.0,High-net-worth investor,600,1.0,1.0,1.0,4,"Mountain View, CA",California
729,AdrianAoun,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"San Francisco, CA",California
730,Advance/Newhouse Investment Partnership,1.0,1.0,Money Management Firm,,1.0,1.0,1.0,1,"New York, NY",New York
731,AEP Ohio,1.0,1.0,Corporation,11030.2,1.0,1.0,1.0,1,"Gahanna, OH",Ohio
732,AGF Management (TSE: AGF.8),1.0,1.0,Money Management Firm,42000,1.0,1.0,1.0,3,"Toronto, Canada",Canada
733,Agilent Ventures,1.0,1.0,Direct Investment,,1.0,1.0,1.0,1,"Santa Clara, CA",California
734,AIG Europe,,,Insurance Company,13857.59,1.0,1.0,1.0,1,"London, United Kingdom",UnitedKingdom
735,Airbus,1.0,2.0,Corporation,121086.82,1.0,1.0,1.0,6,"Blagnac, France",France
736,Ajisen (China) Holdings (HKG: 00538),,,Corporation,454.37,1.0,1.0,1.0,1,"Kowloon, Hong Kong",HongKong
737,Akatsuki (TKS: 3932),1.0,1.0,Corporation,308.61,1.0,1.0,1.0,1,"Tokyo, Japan",Japan
738,Alain Bankier,1.0,2.0,High-net-worth investor,,1.0,1.0,1.0,1,"New York, NY",New York
739,Alan Howard,1.0,3.0,High-net-worth investor,1350,1.0,1.0,1.0,2,"Geneva, Switzerland",Switzerland
740,Alan Mnuchin,1.0,4.0,High-net-worth investor,,1.0,1.0,1.0,1,"New York, NY",New York
741,Alaska Airlines Corporate Pension,1.0,5.0,Corporate Pension,2488,1.0,1.0,1.0,1,"Seattle, WA",Washington
742,Albert Wenger,1.0,2.0,High-net-worth investor,,1.0,1.0,1.0,2,"New York, NY",New York
743,Aldea Ventures,1.0,1.0,Fund of Funds,,1.0,1.0,1.0,1,"Barcelona, Spain",Spain
744,Alexandria Real Estate Equities (NYS: ARE),1.0,3.0,Real Estate Investment Company,20851.19,1.0,1.0,1.0,3,"Pasadena, CA",California
745,Alfa Insurance Company,1.0,1.0,Insurance Company,102.02,1.0,1.0,1.0,2,"Montgomery, AL",Alabama
746,Alfred duPont Charitable Trust,1.0,27.0,Foundation,10000,1.0,1.0,1.0,49,"Jacksonville, FL",Florida
747,Alfred P. Sloan Foundation,1.0,6.0,Foundation,1927.81,1.0,1.0,1.0,24,"New York, NY",New York
748,Alfred Zollar,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"New York, NY",New York
749,Alicia Robb,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Boulder, CO",Colorado
750,Align Impact,,,Investment Advisor,164.07,1.0,1.0,1.0,1,"Santa Monica, CA",California
751,Alkhor Investment,,,Other limited Partner,,1.0,1.0,1.0,2,"Luxembourg, Luxembourg",Luxembourg
752,Allete and Affiliated Companies Master Pension Trust,1.0,7.0,Corporate Pension,758.84,1.0,1.0,1.0,17,"Duluth, MN",Minnesota
753,Alliance Trust (LON: ATST),1.0,2.0,Direct Investment,4885.66,1.0,1.0,1.0,10,"Dundee, United Kingdom",UnitedKingdom
754,Alliance Ventures,1.0,1.0,Corporation,400,1.0,1.0,1.0,1,"Amsterdam, Netherlands",Netherlands
755,Allianz Capital Partners,1.0,3.0,Fund of Funds,51252.52,1.0,1.0,1.0,46,"Munich, Germany",Germany
756,Allison Pescosolido,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,,"Los Angeles, CA",California
757,Allstate Plans' Master Trust,,1.0,Corporate Pension,67.03,1.0,1.0,1.0,115,"Northbrook, IL",Illinois
758,Ally Financial (NYS: ALLY),,,Banking Institution,180470,1.0,1.0,1.0,3,"Detroit, Ml",Michigan
759,ALPS Corporation,1.0,1.0,Insurance Company,134.12,1.0,1.0,1.0,1,"Missoula, MT",Montana
760,Amar Varma,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,Canada,Canada
761,Amazon.com (NAS: AMZN),,,Corporation,96049,1.0,1.0,1.0,1,"Seattle, WA",Washington
762,American Financial Group (NYS: AFG),1.0,1.0,Insurance Company,74000,1.0,1.0,1.0,1,"Cincinnati, OH",Ohio
763,American General Life Insurance Company,1.0,13.0,Insurance Company,113822.46,1.0,1.0,1.0,69,"Houston, TX",Texas
764,American Home Assurance Company,,20.0,Insurance Company,17394.36,1.0,1.0,1.0,145,"New York, NY",New York
765,American Hospital Association,1.0,1.0,Foundation,,1.0,1.0,1.0,1,"Chicago, IL",?Illinois
766,American Life Insurance Company,,4.0,Insurance Company,228.45,1.0,1.0,1.0,13,"Wilmington, DE",Delaware
767,Ameritas Life Insurance,1.0,7.0,Insurance Company,11893.17,1.0,1.0,1.0,54,"Lincoln, NE",Nebraska
768,AMG t-.ational Trust Bank,1.0,1.0,Banking Institution,7200,1.0,1.0,1.0,1,"Greenwood Village, CO",Colorado
769,Amherst Fund,1.0,1.0,Direct Investment,,1.0,1.0,1.0,1,"Ann Arbor, Ml",Michigan
770,Amherst H. Wilder Foundation Retirement Plan,1.0,2.0,Corporate Pension,,1.0,1.0,1.0,4,"Saint Paul, MN",Minnesota
771,Amica Pension Plan,,2.0,Corporate Pension,2065.76,1.0,1.0,1.0,18,"Providence, RI",RhodeIsland
772,Amidi Group,1.0,1.0,Corporation,2000,1.0,1.0,1.0,1,"Redwood City, CA",California
773,Ampex Retirement Master Trust,,3.0,Corporate Pension,234.05,1.0,1.0,1.0,44,"Stamford, CT",Connecticut
774,Andre Agassi Foundation for Education,1.0,2.0,Foundation,88.84,1.0,1.0,1.0,11,"Las Vegas, NV",Nevada
775,Andre de Baubigny,1.0,,High-net-worth investor,,1.0,1.0,1.0,,"San Francisco, CA",California
776,Andrea Waitt Carlton Family Foundation,1.0,1.0,Foundation,51,1.0,1.0,1.0,19,"Nashville, TN",Tennessee
777,Andrew Bosworth,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Palo Alto, CA",California
778,Andrew Chisholm,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Toronto, Canada",Canada
779,Andrew Lanoha,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Denver, CO",Colorado
780,Andrew Matosich,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Santa Monica, CA",California
781,Andrew Sriubas,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"New York, NY",New York
782,Andrius Slimas,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"lithunia, Lithuania",Lithuania
783,Angela Strange,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"San Francisco, CA",California
784,Anhui Provincial Emerging Industry Investment,1.0,2.0,Government Agency,1465.88,1.0,1.0,1.0,2,"Hefei, China",China
785,Ann Arbor Area Community Foundation,,3.0,Foundation,200,1.0,1.0,1.0,9,"Ann Arbor, Ml",Michigan
786,Anthony Lacavera,1.0,1.0,High-net-worth investor,7,1.0,1.0,1.0,1,"Toronto, Canada",Canada
787,APG Strategic Real Estate Pool,1.0,,Private Investment Fund,,1.0,1.0,1.0,3,"Amsterdam, Netherlands",Netherlands
788,Applied Ventures,1.0,1.0,Direct Investment,250,1.0,1.0,1.0,1,"Santa Clara, CA",California
789,Aptiv (NYS: APTV),1.0,1.0,Corporation,4864,1.0,1.0,1.0,1,"Dublin, Ireland",Ireland
790,Ardex,1.0,1.0,Corporation,,1.0,1.0,1.0,1,"Witten, Germany",Germany
791,Ardian,1.0,18.0,Fund of Funds,125000,1.0,1.0,1.0,147,"Paris, France",France
792,Argentum Fondsinvesteringer,1.0,27.0,Fund of Funds,205.4,1.0,1.0,1.0,95,"Bergen, Norway",Norway
793,Argo Investments (ASX: ARG),,,Direct Investment,4863.41,1.0,1.0,1.0,1,"Adelaide, Australia",Australia
794,Argonautic Ventures,1.0,1.0,Direct Investment,150,1.0,1.0,1.0,1,"Grand Cayman, Cayman Islands",CaymanIslands
795,Ari Buchler,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,3,"Boston, MA",Massachusetts
796,Arizona State Retirement System,1.0,10.0,Public Pension Fund,40000,1.0,1.0,1.0,237,"Phoenix, AZ",Arizona
797,Arkea Investment Services,1.0,1.0,Banking Institution,72589.4,1.0,1.0,1.0,2,"Brest, France",France
798,Armstrong World Industries Retirement Master Trust,1.0,1.0,Corporate Pension,520.99,1.0,1.0,1.0,19,"Lancaster, PA",Pennsylvania
799,Arnhold Foundation,1.0,2.0,Foundation,550.59,1.0,1.0,1.0,6,"New York, NY",New York
800,Arrington XRP Capital,1.0,1.0,Wealth Management Firm,1000,1.0,1.0,1.0,1,"Seattle, WA",Washington
801,Arthur M. Blank Family Foundation,1.0,1.0,Foundation,33.33,1.0,1.0,1.0,2,"Atlanta, GA",Georgia
802,Arthur S. DeMoss Foundation,1.0,8.0,Foundation,58.9,1.0,1.0,1.0,23,"West Palm Beach, FL",Florida
803,Asahi Group Holdings (TKS: 2502),1.0,1.0,Corporation,38128.82,1.0,1.0,1.0,1,"Tokyo, Japan",Japan
804,Asahi Kasei Innovation Partners,1.0,3.0,Other limited Partner,,1.0,1.0,1.0,3,"Tokyo, Japan",Japan
805,Asian Infrastructure Investment Bank,,3.0,Banking Institution,39477.58,1.0,1.0,1.0,13,"Beijing, China",China
806,Assicurazioni Generali (MIL: G),1.0,,Insurance Company,780885.96,1.0,1.0,1.0,8,"Trieste, Italy",Italy
807,Astellas Venture Management,1.0,3.0,Direct Investment,350,1.0,1.0,1.0,3,"Brisbane, CA",California
808,Athene Annuity & Life Assurance Company,,,Insurance Company,26128.5,1.0,1.0,1.0,66,"West Des Moines, IA",Iowa
809,Atherton Family Foundation,1.0,2.0,Foundation,105.87,1.0,1.0,1.0,5,"Honolulu, HI",Hawaii
810,ATI Retiree Health Plan,1.0,3.0,Corporate Pension,0.06,1.0,1.0,1.0,7,"Pittsburgh, PA",Pennsylvania
811,Austin Fire Fighters Relief & Retirement Fund,,5.0,Public Pension Fund,1162.02,1.0,1.0,1.0,33,"Austin, TX",Texas
812,Austin Ventures,1.0,1.0,Direct Investment,3900,1.0,1.0,1.0,1,"Austin, TX",Texas
813,AustralianSuper,1.0,19.0,Corporate Pension,260000,1.0,1.0,1.0,93,"Melbourne, Australia",Australia
814,Avidbank (PINX: AVBH),1.0,1.0,Banking Institution,177.96,1.0,1.0,1.0,1,"San jose, CA",California
815,Avivevo,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Bucharest, Romania",Romania
816,AXA Winterthur,,3.0,Insurance Company,800,1.0,1.0,1.0,18,"Winterthur, Switzerland",Switzerland
817,Axiom Asia Private Capital,1.0,4.0,Investment Advisor,7000,1.0,1.0,1.0,9,"Singapore, Singapore",Singapore
818,Azini Capital Partners,1.0,2.0,Direct Investment,0.33,1.0,1.0,1.0,2,"London, United Kingdom",UnitedKingdom
819,BAE Systems Employees' Retirement Plan,,1.0,Corporate Pension,5540.3,1.0,1.0,1.0,6,"Falls Church, VA",Virginia
820,Baillie Gifford,1.0,2.0,Money Management Firm,468000,1.0,1.0,1.0,2,"Edinburgh, United Kingdom",UnitedKingdom
821,Ball Brothers Foundation,,,Foundation,217.81,1.0,1.0,1.0,12,"Muncie, IN",Indiana
822,Bank Hapoalim (TAE: POU),1.0,3.0,Banking Institution,75663.87,1.0,1.0,1.0,5,"Tel Aviv, Israel",Israel
823,Bank of England Pension Fund,1.0,1.0,Corporate Pension,,1.0,1.0,1.0,1,"London, United Kingdom",UnitedKingdom
824,Bank of New York (Nominees),1.0,2.0,Corporation,6207.55,1.0,1.0,1.0,12,"London, United Kingdom",UnitedKingdom
825,Bank of Scotland,,3.0,Banking Institution,402654.44,1.0,1.0,1.0,22,"Edinburgh, United Kingdom",UnitedKingdom
826,Bannercroft,1.0,1.0,Private Investment Fund,,1.0,1.0,1.0,1,"East Grinstead, United Kingdom",UnitedKingdom
827,Banque Internationale a Luxembourg,1.0,2.0,Banking Institution,4299.2,1.0,1.0,1.0,4,"Luxembourg, Luxembourg",Luxembourg
828,Banyan Pacific Capital,1.0,1.0,Private Investment Fund,,1.0,1.0,1.0,1,"Auckland, New Zealand",NewZealand
829,BASF Corporation Pension Master Trust,,1.0,Corporate Pension,2956.94,1.0,1.0,1.0,39,"Florham Park, NJ",New Jersey
830,Baton Rouge Aiea Foundation,1.0,2.0,Foundation,233.32,1.0,1.0,1.0,2,"Baton Rouge, LA",Louisiana
831,Baylor University Endowment,1.0,1.0,Endowment,1381.44,1.0,1.0,1.0,2,"Waco, TX",Texas
832,BBC Pension Scheme,,,Corporate Pension,30038.1,1.0,1.0,1.0,28,"Cardiff, United Kingdom",UnitedKingdom
833,BC Renaissance Capital Fund,,,Direct Investment,,1.0,1.0,1.0,9,"Victoria, Canada",Canada
834,Bealight Foundation,1.0,8.0,Foundation,5.11,1.0,1.0,1.0,1,"Toronto, Canada",Canada
835,Beck Family Partners,1.0,1.0,Foundation,,1.0,1.0,1.0,1,"Schertz, TX",Texas
836,Beijing Zhongguancun Venture Capital Development,1.0,17.0,Direct Investment,157.34,1.0,1.0,1.0,17,"Beijing, China",China
837,BellSouth,1.0,2.0,Corporation,,1.0,1.0,1.0,5,"Atlanta, GA",Georgia
838,Ben Silverman,1.0,1.0,High-net-worth investor,60,1.0,1.0,1.0,1,"New York, NY",New York
839,Ben Vanderbund,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"Los Angeles, CA",California
840,Bend Research,1.0,1.0,Corporation,,1.0,1.0,1.0,1,"Bend, OR",Oregon
841,Benjamin Levin,1.0,1.0,High-net-worth investor,,1.0,1.0,1.0,1,"New York, NY",New York
842,Berkeley Endowment Management Company,1.0,1.0,Endowment,1314.2,1.0,1.0,1.0,2,"Berkeley, CA",California
843,Bethesda Retirement Plan,,,Corporate Pension,,1.0,1.0,1.0,25,"Cincinnati, OH",Ohio
844,Bill & Melinda Gates Foundation,,7.0,Foundation,50000,1.0,1.0,1.0,25,"Seattle, WA",Washington
